"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","F2_5","CG56","T268_95","BM37_95","AV25_95","CG78","CG78b","CG678","CG1103","SF93","V80_94","AS1H41","CG98","NW221","RF21","T17","S4","Sz1b","CG81","CG474","CG967","CG1118"
"g004323_000003","g004323","cgtA","GTPase Obg/CgtA",80,18,311,1,1,1,0,0,0,0,311,"GTPase Obg/CgtA(311)","cgtA(311)",1065,1140,1089.08,5,5,"F2_5_03826","CG56_05045","T268_95_03998","BM37_95_04979","AV25_95_03748","CG78_00910","CG78b_04718","CG678_04715","CG1103_04003","SF93_04472","V80_94_03728","AS1H41_03728","CG98_02046","NW221_04093","RF21_03732","T17_05554","S4_03396","Sz1b_03763","CG81_05832","CG474_04151","CG967_05607","CG1118_02024"
"g003175_000003","g003175","proB","Glutamate 5-kinase",80,24,311,1,1,1,0,0,0,0,311,"Glutamate 5-kinase(311)","proB(311)",1170,1182,1172.04,5,6,"F2_5_03825","CG56_05044","T268_95_03997","BM37_95_04978","AV25_95_03747","CG78_00909","CG78b_04717","CG678_04714","CG1103_04004","SF93_04473","V80_94_03727","AS1H41_03727","CG98_02047","NW221_04092","RF21_03733","T17_05555","S4_03395","Sz1b_03762","CG81_05831","CG474_04152","CG967_05606","CG1118_02025"
"g000745_000002","g000745","proA","Gamma-glutamyl phosphate reductase",70,48,311,1,1,1,0,0,0,0,311,"Gamma-glutamyl phosphate reductase(311)","proA(311)",1284,1287,1285.69,5,7,"F2_5_03824","CG56_05043","T268_95_03996","BM37_95_04977","AV25_95_03746","CG78_00908","CG78b_04716","CG678_04713","CG1103_04005","SF93_04474","V80_94_03726","AS1H41_03726","CG98_02048","NW221_04091","RF21_03734","T17_05556","S4_03394","Sz1b_03761","CG81_05830","CG474_04153","CG967_05605","CG1118_02026"
"g001901_000002","g001901","nadD","nicotinate-nucleotide adenylyltransferase",70,32,311,1,1,1,0,0,0,0,311,"nicotinate-nucleotide adenylyltransferase(311)","nadD(311)",561,660,614.62,5,8,"F2_5_03823","CG56_05042","T268_95_03995","BM37_95_04976","AV25_95_03745","CG78_00907","CG78b_04715","CG678_04712","CG1103_04006","SF93_04475","V80_94_03725","AS1H41_03725","CG98_02049","NW221_04090","RF21_03735","T17_05557","S4_03393","Sz1b_03760","CG81_05829","CG474_04154","CG967_05604","CG1118_02027"
"g000376","g000376","modA","Molybdate-binding protein ModA",50,60,311,1,1,1,0,0,0,0,311,"Molybdate-binding protein ModA(311)","modA(311)",738,819,797.56,5,9,"F2_5_03119","CG56_04407","T268_95_03449","BM37_95_04455","AV25_95_00823","CG78_04683","CG78b_01548","CG678_01546","CG1103_05371","SF93_05060","V80_94_01251","AS1H41_01251","CG98_01148","NW221_02258","RF21_04518","T17_05290","S4_00776","Sz1b_04889","CG81_02480","CG474_03154","CG967_03666","CG1118_00388"
"g002153_1_000003","g002153_1","modB","Molybdenum transport system permease protein ModB",70,30,311,1,1,1,0,0,0,0,311,"Molybdenum transport system permease protein ModB(311)","modB(311)",693,759,701.92,5,10,"F2_5_03120","CG56_04406","T268_95_03450","BM37_95_04456","AV25_95_00824","CG78_04682","CG78b_01549","CG678_01547","CG1103_05372","SF93_05059","V80_94_01252","AS1H41_01252","CG98_01147","NW221_02259","RF21_04517","T17_05289","S4_00777","Sz1b_04890","CG81_02479","CG474_03155","CG967_03667","CG1118_00389"
"g000925_000003","g000925",NA,"hypothetical protein",80,44,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1134,1356,1294.04,6,1,"F2_5_05128","CG56_00410","T268_95_05541","BM37_95_01446","AV25_95_01781","CG78_00588","CG78b_00141","CG678_00141","CG1103_02114","SF93_02148","V80_94_00147","AS1H41_00147","CG98_00544","NW221_01425","RF21_01451","T17_01829","S4_04580","Sz1b_00142","CG81_01676","CG474_00696","CG967_04608","CG1118_00647"
"g001036_000003","g001036","hcaB","3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase",80,42,311,1,1,1,1,0,1,0,311,"3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase(310):hypothetical protein(2)","hcaB(310):NA(2)",261,2112,2089.38,6,2,"F2_5_05129","CG56_00409","T268_95_05542","BM37_95_01447","AV25_95_01782","CG78_00587","CG78b_00142","CG678_00142","CG1103_02113","SF93_02147","V80_94_00148","AS1H41_00148","CG98_00543","NW221_01424","RF21_01452","T17_01828","S4_04581","Sz1b_00143","CG81_01675","CG474_00695","CG967_04607","CG1118_00648"
"g003902_000003","g003902","ulaR","HTH-type transcriptional regulator UlaR",80,15,311,1,1,1,1,0,1,0,311,"HTH-type transcriptional regulator UlaR(311):hypothetical protein(1)","ulaR(311):NA(1)",297,831,820.45,6,3,"F2_5_05130","CG56_00408","T268_95_05543","BM37_95_01448","AV25_95_01783","CG78_00586","CG78b_00143","CG678_00143","CG1103_02112","SF93_02146","V80_94_00149","AS1H41_00149","CG98_00542","NW221_01423","RF21_01453","T17_01827","S4_04582","Sz1b_00144","CG81_01674","CG474_00694","CG967_04606","CG1118_00649"
"g004585_000003","g004585","lsrB","Autoinducer 2-binding protein LsrB",80,17,311,1,1,2,0,1,0,1,312,"Autoinducer 2-binding protein LsrB(311):hypothetical protein(1)","lsrB(311):NA(1)",246,1011,1002.01,6,4,"F2_5_05131","CG56_00407","T268_95_05544","BM37_95_01449","AV25_95_01784","CG78_00585","CG78b_00144","CG678_00144","CG1103_02111","SF93_02145","V80_94_00150","AS1H41_00150","CG98_00541","NW221_01422","RF21_01454","T17_01826","S4_04583","Sz1b_00145","CG81_01673","CG474_00693","CG967_04605","CG1118_00650"
"g000355_1_000023","g000355_1","rbsA","Ribose import ATP-binding protein RbsA",80,48,311,1,1,1,3,0,3,0,311,"Ribose import ATP-binding protein RbsA(311):hypothetical protein(3)","rbsA(311):NA(3)",288,1599,1506.69,6,5,"F2_5_05132","CG56_00406","T268_95_05545","BM37_95_01450","AV25_95_01785","CG78_00584","CG78b_00145","CG678_00145","CG1103_02110","SF93_02144","V80_94_00151","AS1H41_00151","CG98_00540","NW221_01421","RF21_01455","T17_01825","S4_04584","Sz1b_00146","CG81_01672","CG474_00692","CG967_04604","CG1118_00651"
"g001785_000002","g001785","rbsC","Ribose import permease protein RbsC",70,34,311,1,1,1,0,0,0,0,311,"Ribose import permease protein RbsC(263):D-allose transport system permease protein AlsC(46):Autoinducer 2 import system permease protein LsrC(2)","rbsC(263):alsC(46):lsrC(2)",993,1008,1002.74,6,6,"F2_5_05133","CG56_00405","T268_95_05546","BM37_95_01451","AV25_95_01786","CG78_00583","CG78b_00146","CG678_00146","CG1103_02109","SF93_02143","V80_94_00152","AS1H41_00152","CG98_00539","NW221_01420","RF21_01456","T17_01824","S4_04585","Sz1b_00147","CG81_01671","CG474_00691","CG967_04603","CG1118_00652"
"g002265_000003","g002265","lsrD","Autoinducer 2 import system permease protein LsrD",80,30,311,1,1,1,1,0,1,0,311,"Autoinducer 2 import system permease protein LsrD(311):hypothetical protein(1)","lsrD(311):NA(1)",309,1017,1008.64,6,7,"F2_5_05134","CG56_00404","T268_95_05547","BM37_95_01452","AV25_95_01787","CG78_00582","CG78b_00147","CG678_00147","CG1103_02108","SF93_02142","V80_94_00153","AS1H41_00153","CG98_00538","NW221_01419","RF21_01457","T17_01823","S4_04586","Sz1b_00148","CG81_01670","CG474_00690","CG967_04602","CG1118_00653"
"g000401_000002","g000401","rhaM","L-rhamnose mutarotase",70,58,311,1,1,1,0,0,0,0,311,"L-rhamnose mutarotase(311)","rhaM(311)",324,327,324.79,6,8,"F2_5_05135","CG56_00403","T268_95_05548","BM37_95_01453","AV25_95_01788","CG78_00581","CG78b_00148","CG678_00148","CG1103_02107","SF93_02141","V80_94_00154","AS1H41_00154","CG98_00537","NW221_01418","RF21_01458","T17_01822","S4_04587","Sz1b_00149","CG81_01669","CG474_00689","CG967_04601","CG1118_00654"
"g000089","g000089","fucK","L-fuculokinase",50,85,311,1,1,2,0,1,0,1,312,"L-fuculokinase(225):Rhamnulokinase(85):hypothetical protein(2)","fucK(225):rhaB(85):NA(2)",267,1425,1385.82,6,9,"F2_5_05136","CG56_00402","T268_95_05549","BM37_95_01454","AV25_95_01789","CG78_00580","CG78b_00149","CG678_00149","CG1103_02106","SF93_02140","V80_94_00155","AS1H41_00155","CG98_00536","NW221_01417","RF21_01459","T17_01821","S4_04588","Sz1b_00150","CG81_01668","CG474_00688","CG967_04600","CG1118_00655"
"g004193_000003","g004193","mmgB","putative 3-hydroxybutyryl-CoA dehydrogenase",80,19,311,1,1,1,0,0,0,0,311,"putative 3-hydroxybutyryl-CoA dehydrogenase(279):3-hydroxybutyryl-CoA dehydrogenase(32)","mmgB(279):hbd(32)",837,885,880.43,7,1,"F2_5_03614","CG56_00603","T268_95_03785","BM37_95_04766","AV25_95_03533","CG78_01825","CG78b_04505","CG678_04501","CG1103_04218","SF93_04685","V80_94_03512","AS1H41_03512","CG98_02259","NW221_00516","RF21_03945","T17_00361","S4_03184","Sz1b_03549","CG81_00731","CG474_04734","CG967_01071","CG1118_02237"
"g000713_000002","g000713","yvqK","Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase",70,49,311,1,1,1,0,0,0,0,311,"Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase(310):Cobalamin adenosyltransferase(1)","NA(309):yvqK(1):cobO(1)",579,594,581.38,7,2,"F2_5_03610","CG56_00599","T268_95_03781","BM37_95_04762","AV25_95_03529","CG78_01821","CG78b_04501","CG678_04497","CG1103_04222","SF93_04689","V80_94_03508","AS1H41_03508","CG98_02263","NW221_00512","RF21_03949","T17_00365","S4_03180","Sz1b_03545","CG81_00727","CG474_04730","CG967_01067","CG1118_02241"
"g004631_000002","g004631",NA,"hypothetical protein",70,17,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",198,204,199.58,7,3,"F2_5_03609","CG56_00598","T268_95_03780","BM37_95_04761","AV25_95_03528","CG78_01820","CG78b_04500","CG678_04496","CG1103_04223","SF93_04690","V80_94_03507","AS1H41_03507","CG98_02264","NW221_00511","RF21_03950","T17_00366","S4_03179","Sz1b_03544","CG81_00726","CG474_04729","CG967_01066","CG1118_02242"
"g001696_000002","g001696","actIII","hypothetical protein",70,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(234):Putative ketoacyl reductase(77)","NA(234):actIII(77)",705,834,833.5,7,4,"F2_5_03608","CG56_00597","T268_95_03779","BM37_95_04760","AV25_95_03527","CG78_01819","CG78b_04499","CG678_04495","CG1103_04224","SF93_04691","V80_94_03506","AS1H41_03506","CG98_02265","NW221_00510","RF21_03951","T17_00367","S4_03178","Sz1b_03543","CG81_00725","CG474_04728","CG967_01065","CG1118_02243"
"g002400_000001","g002400",NA,"hypothetical protein",60,19,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",144,1080,922,7,5,"F2_5_03607","CG56_00596","T268_95_03778","BM37_95_04759","AV25_95_03526","CG78_01818","CG78b_04498","CG678_04494","CG1103_04225","SF93_04692","V80_94_03505","AS1H41_03505","CG98_02266","NW221_00509","RF21_03952","T17_00368","S4_03177","Sz1b_03542","CG81_00724","CG474_04727","CG967_01064","CG1118_02244"
"g000087_000001","g000087","gltX","Glutamate--tRNA ligase",60,87,311,1,1,1,0,0,0,0,311,"Glutamate--tRNA ligase(289):Glutamate--tRNA ligase 1(22)","gltX(289):gltX1(22)",846,930,889.77,7,6,"F2_5_03606","CG56_00595","T268_95_03777","BM37_95_04758","AV25_95_03525","CG78_01817","CG78b_04497","CG678_04493","CG1103_04226","SF93_04693","V80_94_03504","AS1H41_03504","CG98_02267","NW221_00508","RF21_03953","T17_00369","S4_03176","Sz1b_03541","CG81_00723","CG474_04726","CG967_01063","CG1118_02245"
"g000392","g000392","alkA","DNA-3-methyladenine glycosylase",50,59,311,1,1,1,0,0,0,0,311,"DNA-3-methyladenine glycosylase(127):hypothetical protein(93):putative bifunctional transcriptional activator/DNA repair enzyme AlkA(91)","alkA(218):NA(93)",306,678,646.53,7,7,"F2_5_03605","CG56_00594","T268_95_03776","BM37_95_04757","AV25_95_03524","CG78_01816","CG78b_04496","CG678_04492","CG1103_04227","SF93_04694","V80_94_03503","AS1H41_03503","CG98_02268","NW221_00507","RF21_03954","T17_00370","S4_03175","Sz1b_03540","CG81_00722","CG474_04725","CG967_01062","CG1118_02246"
"g004373_000004","g004373",NA,"hypothetical protein",90,16,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",279,582,556.6,7,8,"F2_5_03604","CG56_00593","T268_95_03775","BM37_95_04756","AV25_95_03523","CG78_01815","CG78b_04495","CG678_04491","CG1103_04228","SF93_04695","V80_94_03502","AS1H41_03502","CG98_02269","NW221_00506","RF21_03955","T17_00371","S4_03174","Sz1b_03539","CG81_00721","CG474_04724","CG967_01061","CG1118_02247"
"g001468","g001468","dsbB","Disulfide bond formation protein B",50,36,311,1,1,1,0,0,0,0,311,"Disulfide bond formation protein B(311)","dsbB(311)",510,519,514.75,7,9,"F2_5_03603","CG56_00592","T268_95_03774","BM37_95_04755","AV25_95_03522","CG78_01814","CG78b_04494","CG678_04490","CG1103_04229","SF93_04696","V80_94_03501","AS1H41_03501","CG98_02270","NW221_00505","RF21_03956","T17_00372","S4_03173","Sz1b_03538","CG81_00720","CG474_04723","CG967_01060","CG1118_02248"
"g002130_1_000008","g002130_1","fpr","Flavodoxin/ferredoxin--NADP reductase",80,24,311,1,1,1,0,0,0,0,311,"Flavodoxin/ferredoxin--NADP reductase(311)","fpr(311)",624,813,812.39,8,1,"F2_5_04522","CG56_02174","T268_95_05057","BM37_95_03832","AV25_95_03389","CG78_03746","CG78b_03505","CG678_03504","CG1103_03119","SF93_02973","V80_94_03283","AS1H41_03283","CG98_05069","NW221_04944","RF21_03141","T17_04636","S4_01684","Sz1b_04333","CG81_02054","CG474_02170","CG967_04874","CG1118_01599"
"g000572_000001","g000572",NA,"hypothetical protein",60,53,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",507,558,509.43,8,2,"F2_5_04521","CG56_02173","T268_95_05056","BM37_95_03831","AV25_95_03388","CG78_03745","CG78b_03504","CG678_03503","CG1103_03120","SF93_02974","V80_94_03282","AS1H41_03282","CG98_05068","NW221_04943","RF21_03140","T17_04635","S4_01683","Sz1b_04334","CG81_02055","CG474_02169","CG967_04873","CG1118_01598"
"g003317_1_000004","g003317_1","sir","Sulfite reductase [ferredoxin]",80,18,311,1,1,1,2,0,2,0,311,"Sulfite reductase [ferredoxin](310):hypothetical protein(3)","sir(310):NA(3)",666,1680,1661.85,8,3,"F2_5_04520","CG56_02172","T268_95_05055","BM37_95_03830","AV25_95_03387","CG78_03744","CG78b_03503","CG678_03502","CG1103_03121","SF93_02975","V80_94_03281","AS1H41_03281","CG98_05067","NW221_04942","RF21_03139","T17_04634","S4_01682","Sz1b_04335","CG81_02056","CG474_02168","CG967_04872","CG1118_01597"
"g002476_000001","g002476",NA,"hypothetical protein",60,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",315,315,315,8,4,"F2_5_04519","CG56_02171","T268_95_05054","BM37_95_03829","AV25_95_03386","CG78_03743","CG78b_03502","CG678_03501","CG1103_03122","SF93_02976","V80_94_03280","AS1H41_03280","CG98_05066","NW221_04941","RF21_03138","T17_04633","S4_01681","Sz1b_04336","CG81_02057","CG474_02167","CG967_04871","CG1118_01596"
"g000869_000002","g000869","cysG","Siroheme synthase",70,45,311,1,1,1,1,0,1,0,311,"Siroheme synthase(312)","cysG(312)",282,1593,1451.82,8,5,"F2_5_04518","CG56_02170","T268_95_05053","BM37_95_03828","AV25_95_03385","CG78_03742","CG78b_03501","CG678_03500","CG1103_03123","SF93_02977","V80_94_03279","AS1H41_03279","CG98_05065","NW221_04940","RF21_03137","T17_04632","S4_01680","Sz1b_04337","CG81_02058","CG474_02166","CG967_04870","CG1118_01595"
"g000928_1_000002","g000928_1",NA,"hypothetical protein",70,42,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",588,615,588.17,8,6,"F2_5_04517","CG56_02169","T268_95_05052","BM37_95_03827","AV25_95_03384","CG78_03741","CG78b_03500","CG678_03499","CG1103_03124","SF93_02978","V80_94_03278","AS1H41_03278","CG98_05064","NW221_04939","RF21_03136","T17_04631","S4_01679","Sz1b_04338","CG81_02059","CG474_02165","CG967_04869","CG1118_01594"
"g000801_000002","g000801","mazG","Nucleoside triphosphate pyrophosphohydrolase",70,42,311,1,1,1,0,0,0,0,311,"Nucleoside triphosphate pyrophosphohydrolase(311)","mazG(311)",546,876,841.33,8,7,"F2_5_04516","CG56_02168","T268_95_05051","BM37_95_03826","AV25_95_03383","CG78_03740","CG78b_03499","CG678_03498","CG1103_03125","SF93_02979","V80_94_03277","AS1H41_03277","CG98_05063","NW221_04938","RF21_03135","T17_04630","S4_01678","Sz1b_04339","CG81_02060","CG474_02164","CG967_04868","CG1118_01593"
"g001749_000002","g001749","hflX","GTPase HflX",70,32,311,1,1,1,1,0,1,0,311,"GTPase HflX(310):hypothetical protein(2)","hflX(310):NA(2)",249,1461,1385.03,8,8,"F2_5_04514","CG56_02166","T268_95_05049","BM37_95_03824","AV25_95_03381","CG78_03738","CG78b_03497","CG678_03496","CG1103_03127","SF93_02981","V80_94_03275","AS1H41_03275","CG98_05061","NW221_04936","RF21_03133","T17_04628","S4_01676","Sz1b_04341","CG81_02062","CG474_02162","CG967_04866","CG1118_01591"
"g001211_1_000003","g001211_1","ybhL","Inner membrane protein YbhL",70,28,311,1,1,2,0,1,0,1,312,"Inner membrane protein YbhL(310):hypothetical protein(2)","ybhL(310):NA(2)",126,846,750.32,9,1,"F2_5_03748","CG56_00738","T268_95_03919","BM37_95_04900","AV25_95_03668","CG78_00831","CG78b_04639","CG678_04635","CG1103_04082","SF93_04551","V80_94_03647","AS1H41_03647","CG98_02125","NW221_04014","RF21_03811","T17_00227","S4_03317","Sz1b_03684","CG81_00865","CG474_04231;CG474_04869","CG967_01204","CG1118_02104"
"g001607_000002","g001607",NA,"hypothetical protein",70,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",2478,2562,2554.6,9,2,"F2_5_03747","CG56_00737","T268_95_03918","BM37_95_04899","AV25_95_03667","CG78_00830","CG78b_04638","CG678_04634","CG1103_04083","SF93_04552","V80_94_03646","AS1H41_03646","CG98_02126","NW221_04013","RF21_03812","T17_00228","S4_03316","Sz1b_03683","CG81_00864","CG474_04868","CG967_01203","CG1118_02105"
"g002046_000003","g002046","lolD","Lipoprotein-releasing system ATP-binding protein LolD",80,32,311,1,1,1,0,0,0,0,311,"Lipoprotein-releasing system ATP-binding protein LolD(224):putative ABC transporter ATP-binding protein(87)","lolD(224):NA(87)",711,765,712.25,9,3,"F2_5_03746","CG56_00736","T268_95_03917","BM37_95_04898","AV25_95_03666","CG78_00829","CG78b_04637","CG678_04633","CG1103_04084","SF93_04553","V80_94_03645","AS1H41_03645","CG98_02127","NW221_04012","RF21_03813","T17_00229","S4_03315","Sz1b_03682","CG81_00863","CG474_04867","CG967_01202","CG1118_02106"
"g000645_000001","g000645",NA,"Arylesterase",60,51,311,1,1,1,0,0,0,0,311,"Arylesterase(258):hypothetical protein(53)","NA(311)",648,852,670.4,9,4,"F2_5_03745","CG56_00735","T268_95_03916","BM37_95_04897","AV25_95_03665","CG78_00828","CG78b_04636","CG678_04632","CG1103_04085","SF93_04554","V80_94_03644","AS1H41_03644","CG98_02128","NW221_04011","RF21_03814","T17_00230","S4_03314","Sz1b_03681","CG81_00862","CG474_04866","CG967_01201","CG1118_02107"
"g002692_000003","g002692","thpR","RNA 2'%2C3'-cyclic phosphodiesterase",80,27,311,1,1,1,0,0,0,0,311,"RNA 2'%2C3'-cyclic phosphodiesterase(311)","thpR(311)",498,597,593.51,9,5,"F2_5_03744","CG56_00734","T268_95_03915","BM37_95_04896","AV25_95_03664","CG78_00827","CG78b_04635","CG678_04631","CG1103_04086","SF93_04555","V80_94_03643","AS1H41_03643","CG98_02129","NW221_04010","RF21_03815","T17_00231","S4_03313","Sz1b_03680","CG81_00861","CG474_04865","CG967_01200","CG1118_02108"
"g002182","g002182","phhB","Putative pterin-4-alpha-carbinolamine dehydratase",50,31,311,1,1,1,0,0,0,0,311,"Putative pterin-4-alpha-carbinolamine dehydratase(311)","phhB(311)",303,306,305.48,9,6,"F2_5_03743","CG56_00733","T268_95_03914","BM37_95_04895","AV25_95_03663","CG78_00826","CG78b_04634","CG678_04630","CG1103_04087","SF93_04556","V80_94_03642","AS1H41_03642","CG98_02130","NW221_04009","RF21_03816","T17_00232","S4_03312","Sz1b_03679","CG81_00860","CG474_04864","CG967_01199","CG1118_02109"
"g001599_000001","g001599",NA,"hypothetical protein",60,36,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",378,441,393.08,9,7,"F2_5_03742","CG56_00732","T268_95_03913","BM37_95_04894","AV25_95_03662","CG78_00825","CG78b_04633","CG678_04629","CG1103_04088","SF93_04557","V80_94_03641","AS1H41_03641","CG98_02131","NW221_04008","RF21_03817","T17_00233","S4_03311","Sz1b_03678","CG81_00859","CG474_04863","CG967_01198","CG1118_02110"
"g003229_1_000001","g003229_1",NA,"hypothetical protein",60,20,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",504,621,535.4,9,8,"F2_5_03741","CG56_00731","T268_95_03912","BM37_95_04893","AV25_95_03661","CG78_00824","CG78b_04632","CG678_04628","CG1103_04089","SF93_04558","V80_94_03640","AS1H41_03640","CG98_02132","NW221_04007","RF21_03818","T17_00234","S4_03310","Sz1b_03677","CG81_00858","CG474_04862","CG967_01197","CG1118_02111"
"g006198_000003","g006198","manX","PTS system mannose-specific EIIAB component",80,12,311,1,1,1,0,0,0,0,311,"PTS system mannose-specific EIIAB component(249):hypothetical protein(62)","manX(249):NA(62)",402,402,402,10,1,"F2_5_03964","CG56_05197","T268_95_04135","BM37_95_05116","AV25_95_03884","CG78_01375","CG78b_04858","CG678_04855","CG1103_03864","SF93_04335","V80_94_03864","AS1H41_03864","CG98_02510","NW221_04232","RF21_03595","T17_05417","S4_00042","Sz1b_03904","CG81_05989","CG474_04014","CG967_05745","CG1118_01887"
"g003125_000003","g003125","ptsO","Phosphocarrier protein NPr",80,22,311,1,1,1,0,0,0,0,311,"Phosphocarrier protein NPr(174):HPr-like protein Crh(127):hypothetical protein(10)","ptsO(174):crh(127):NA(10)",276,360,276.48,10,2,"F2_5_03965","CG56_05198","T268_95_04136","BM37_95_05117","AV25_95_03885","CG78_01376","CG78b_04859","CG678_04856","CG1103_03863","SF93_04334","V80_94_03865","AS1H41_03865","CG98_02509","NW221_04233","RF21_03594","T17_05416","S4_00043","Sz1b_03905","CG81_05990","CG474_04013","CG967_05746","CG1118_01886"
