"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CG108","CG118","CG989","CG1013","T393_94","Rr4","CG47","Ni1","T60_94","T267_94","P86_93","AB4","CG964","CG49"
"g000089","g000089","fucK","L-fuculokinase",50,85,311,1,1,2,0,1,0,1,312,"L-fuculokinase(225):Rhamnulokinase(85):hypothetical protein(2)","fucK(225):rhaB(85):NA(2)",267,1425,1385.82,6,9,"CG108_03875","CG118_04620","CG989_04591","CG1013_03884","T393_94_04043","Rr4_04105","CG47_03541","Ni1_03848","T60_94_04817","T267_94_05101","P86_93_04719","AB4_04649","CG964_03403","CG49_04393"
"g004193_000003","g004193","mmgB","putative 3-hydroxybutyryl-CoA dehydrogenase",80,19,311,1,1,1,0,0,0,0,311,"putative 3-hydroxybutyryl-CoA dehydrogenase(279):3-hydroxybutyryl-CoA dehydrogenase(32)","mmgB(279):hbd(32)",837,885,880.43,7,1,"CG108_00982","CG118_03278","CG989_04060","CG1013_04628","T393_94_04915","Rr4_00263","CG47_01199","Ni1_04400","T60_94_05347","T267_94_05314","P86_93_05246","AB4_05114","CG964_04573","CG49_02629"
"g000713_000002","g000713","yvqK","Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase",70,49,311,1,1,1,0,0,0,0,311,"Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase(310):Cobalamin adenosyltransferase(1)","NA(309):yvqK(1):cobO(1)",579,594,581.38,7,2,"CG108_00978","CG118_03274","CG989_04056","CG1013_04632","T393_94_04911","Rr4_00267","CG47_02780","Ni1_04396","T60_94_05343","T267_94_05310","P86_93_05242","AB4_05110","CG964_04569","CG49_02905"
"g004631_000002","g004631",NA,"hypothetical protein",70,17,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",198,204,199.58,7,3,"CG108_00977","CG118_03273","CG989_04055","CG1013_04633","T393_94_04910","Rr4_00268","CG47_02779","Ni1_04395","T60_94_05342","T267_94_05309","P86_93_05241","AB4_05109","CG964_04568","CG49_02904"
"g001696_000002","g001696","actIII","hypothetical protein",70,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(234):Putative ketoacyl reductase(77)","NA(234):actIII(77)",705,834,833.5,7,4,"CG108_00976","CG118_03272","CG989_04054","CG1013_04634","T393_94_04909","Rr4_00269","CG47_02778","Ni1_04394","T60_94_05341","T267_94_05308","P86_93_05240","AB4_05108","CG964_04567","CG49_02903"
"g002400_000001","g002400",NA,"hypothetical protein",60,19,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",144,1080,922,7,5,"CG108_00975","CG118_03271","CG989_04053","CG1013_04635","T393_94_04908","Rr4_00270","CG47_02777","Ni1_04393","T60_94_05340","T267_94_05307","P86_93_05239","AB4_05107","CG964_04566","CG49_02902"
"g000087_000001","g000087","gltX","Glutamate--tRNA ligase",60,87,311,1,1,1,0,0,0,0,311,"Glutamate--tRNA ligase(289):Glutamate--tRNA ligase 1(22)","gltX(289):gltX1(22)",846,930,889.77,7,6,"CG108_00974","CG118_03270","CG989_04052","CG1013_04636","T393_94_04907","Rr4_00271","CG47_02776","Ni1_04392","T60_94_05339","T267_94_05306","P86_93_05238","AB4_05106","CG964_04565","CG49_02901"
"g000392","g000392","alkA","DNA-3-methyladenine glycosylase",50,59,311,1,1,1,0,0,0,0,311,"DNA-3-methyladenine glycosylase(127):hypothetical protein(93):putative bifunctional transcriptional activator/DNA repair enzyme AlkA(91)","alkA(218):NA(93)",306,678,646.53,7,7,"CG108_00973","CG118_03269","CG989_04051","CG1013_04637","T393_94_04906","Rr4_00272","CG47_02775","Ni1_04391","T60_94_05338","T267_94_05305","P86_93_05237","AB4_05105","CG964_04564","CG49_02900"
"g004373_000004","g004373",NA,"hypothetical protein",90,16,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",279,582,556.6,7,8,"CG108_00972","CG118_03268","CG989_04050","CG1013_04638","T393_94_04905","Rr4_00273","CG47_02774","Ni1_04390","T60_94_05337","T267_94_05304","P86_93_05236","AB4_05104","CG964_04563","CG49_02899"
"g001468","g001468","dsbB","Disulfide bond formation protein B",50,36,311,1,1,1,0,0,0,0,311,"Disulfide bond formation protein B(311)","dsbB(311)",510,519,514.75,7,9,"CG108_00971","CG118_03267","CG989_04049","CG1013_04639","T393_94_04904","Rr4_00274","CG47_02773","Ni1_04389","T60_94_05336","T267_94_05303","P86_93_05235","AB4_05103","CG964_04562","CG49_02898"
"g002130_1_000008","g002130_1","fpr","Flavodoxin/ferredoxin--NADP reductase",80,24,311,1,1,1,0,0,0,0,311,"Flavodoxin/ferredoxin--NADP reductase(311)","fpr(311)",624,813,812.39,8,1,"CG108_03469","CG118_03052","CG989_03319","CG1013_00167","T393_94_00101","Rr4_01293","CG47_00101","Ni1_01569","T60_94_01133","T267_94_00101","P86_93_00101","AB4_00842","CG964_00644","CG49_03317"
"g000572_000001","g000572",NA,"hypothetical protein",60,53,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",507,558,509.43,8,2,"CG108_03470","CG118_03053","CG989_03320","CG1013_00166","T393_94_00100","Rr4_01292","CG47_00100","Ni1_01568","T60_94_01132","T267_94_00100","P86_93_00100","AB4_00841","CG964_00645","CG49_03318"
"g003317_1_000004","g003317_1","sir","Sulfite reductase [ferredoxin]",80,18,311,1,1,1,2,0,2,0,311,"Sulfite reductase [ferredoxin](310):hypothetical protein(3)","sir(310):NA(3)",666,1680,1661.85,8,3,"CG108_03471","CG118_03054","CG989_03321","CG1013_00165","T393_94_00099","Rr4_01291","CG47_00099","Ni1_01567","T60_94_01131","T267_94_00099","P86_93_00099","AB4_00840","CG964_00646","CG49_03319"
"g002476_000001","g002476",NA,"hypothetical protein",60,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",315,315,315,8,4,"CG108_03472","CG118_03055","CG989_03322","CG1013_00164","T393_94_00098","Rr4_01290","CG47_00098","Ni1_01566","T60_94_01130","T267_94_00098","P86_93_00098","AB4_00839","CG964_00647","CG49_03320"
"g000869_000002","g000869","cysG","Siroheme synthase",70,45,311,1,1,1,1,0,1,0,311,"Siroheme synthase(312)","cysG(312)",282,1593,1451.82,8,5,"CG108_03473","CG118_03056","CG989_03323","CG1013_00163","T393_94_00097","Rr4_01289","CG47_00097","Ni1_01565","T60_94_01129","T267_94_00097","P86_93_00097","AB4_00838","CG964_00648","CG49_03321"
"g000928_1_000002","g000928_1",NA,"hypothetical protein",70,42,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",588,615,588.17,8,6,"CG108_03474","CG118_03057","CG989_03324","CG1013_00162","T393_94_00096","Rr4_01288","CG47_00096","Ni1_01564","T60_94_01128","T267_94_00096","P86_93_00096","AB4_00837","CG964_00649","CG49_03322"
"g000801_000002","g000801","mazG","Nucleoside triphosphate pyrophosphohydrolase",70,42,311,1,1,1,0,0,0,0,311,"Nucleoside triphosphate pyrophosphohydrolase(311)","mazG(311)",546,876,841.33,8,7,"CG108_03475","CG118_03058","CG989_03325","CG1013_00161","T393_94_00095","Rr4_01287","CG47_00095","Ni1_01563","T60_94_01127","T267_94_00095","P86_93_00095","AB4_00836","CG964_00650","CG49_03323"
"g001749_000002","g001749","hflX","GTPase HflX",70,32,311,1,1,1,1,0,1,0,311,"GTPase HflX(310):hypothetical protein(2)","hflX(310):NA(2)",249,1461,1385.03,8,8,"CG108_03477","CG118_03060","CG989_03327","CG1013_00159","T393_94_00093","Rr4_01285","CG47_00093","Ni1_01561","T60_94_01125","T267_94_00093","P86_93_00093","AB4_00834","CG964_00652","CG49_03325"
"g001211_1_000003","g001211_1","ybhL","Inner membrane protein YbhL",70,28,311,1,1,2,0,1,0,1,312,"Inner membrane protein YbhL(310):hypothetical protein(2)","ybhL(310):NA(2)",126,846,750.32,9,1,"CG108_04122","CG118_03413","CG989_04195","CG1013_04494","T393_94_05049","Rr4_03117","CG47_01333","Ni1_04534","T60_94_05481","T267_94_05448","P86_93_05380","AB4_05248","CG964_04707","CG49_01915"
"g001607_000002","g001607",NA,"hypothetical protein",70,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",2478,2562,2554.6,9,2,"CG108_04121","CG118_03412","CG989_04194","CG1013_04495","T393_94_05048","Rr4_03118","CG47_01332","Ni1_04533","T60_94_05480","T267_94_05447","P86_93_05379","AB4_05247","CG964_04706","CG49_01914"
"g002046_000003","g002046","lolD","Lipoprotein-releasing system ATP-binding protein LolD",80,32,311,1,1,1,0,0,0,0,311,"Lipoprotein-releasing system ATP-binding protein LolD(224):putative ABC transporter ATP-binding protein(87)","lolD(224):NA(87)",711,765,712.25,9,3,"CG108_04120","CG118_03411","CG989_04193","CG1013_04496","T393_94_05047","Rr4_03119","CG47_01331","Ni1_04532","T60_94_05479","T267_94_05446","P86_93_05378","AB4_05246","CG964_04705","CG49_01913"
"g000645_000001","g000645",NA,"Arylesterase",60,51,311,1,1,1,0,0,0,0,311,"Arylesterase(258):hypothetical protein(53)","NA(311)",648,852,670.4,9,4,"CG108_04119","CG118_03410","CG989_04192","CG1013_04497","T393_94_05046","Rr4_03120","CG47_01330","Ni1_04531","T60_94_05478","T267_94_05445","P86_93_05377","AB4_05245","CG964_04704","CG49_01912"
"g002692_000003","g002692","thpR","RNA 2'%2C3'-cyclic phosphodiesterase",80,27,311,1,1,1,0,0,0,0,311,"RNA 2'%2C3'-cyclic phosphodiesterase(311)","thpR(311)",498,597,593.51,9,5,"CG108_04118","CG118_03409","CG989_04191","CG1013_04498","T393_94_05045","Rr4_03121","CG47_01329","Ni1_04530","T60_94_05477","T267_94_05444","P86_93_05376","AB4_05244","CG964_04703","CG49_01911"
"g002182","g002182","phhB","Putative pterin-4-alpha-carbinolamine dehydratase",50,31,311,1,1,1,0,0,0,0,311,"Putative pterin-4-alpha-carbinolamine dehydratase(311)","phhB(311)",303,306,305.48,9,6,"CG108_04117","CG118_03408","CG989_04190","CG1013_04499","T393_94_05044","Rr4_03122","CG47_01328","Ni1_04529","T60_94_05476","T267_94_05443","P86_93_05375","AB4_05243","CG964_04702","CG49_01910"
"g001599_000001","g001599",NA,"hypothetical protein",60,36,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",378,441,393.08,9,7,"CG108_04116","CG118_03407","CG989_04189","CG1013_04500","T393_94_05043","Rr4_03123","CG47_01327","Ni1_04528","T60_94_05475","T267_94_05442","P86_93_05374","AB4_05242","CG964_04701","CG49_01909"
"g003229_1_000001","g003229_1",NA,"hypothetical protein",60,20,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",504,621,535.4,9,8,"CG108_04115","CG118_03406","CG989_04188","CG1013_04501","T393_94_05042","Rr4_03124","CG47_01326","Ni1_04527","T60_94_05474","T267_94_05441","P86_93_05373","AB4_05241","CG964_04700","CG49_01908"
"g006198_000003","g006198","manX","PTS system mannose-specific EIIAB component",80,12,311,1,1,1,0,0,0,0,311,"PTS system mannose-specific EIIAB component(249):hypothetical protein(62)","manX(249):NA(62)",402,402,402,10,1,"CG108_04347","CG118_03639","CG989_04421","CG1013_00991","T393_94_01710","Rr4_03245","CG47_02833","Ni1_02740","T60_94_02797","T267_94_01957","P86_93_01956","AB4_02055","CG964_01727","CG49_02922"
"g003125_000003","g003125","ptsO","Phosphocarrier protein NPr",80,22,311,1,1,1,0,0,0,0,311,"Phosphocarrier protein NPr(174):HPr-like protein Crh(127):hypothetical protein(10)","ptsO(174):crh(127):NA(10)",276,360,276.48,10,2,"CG108_04348","CG118_03640","CG989_04422","CG1013_00992","T393_94_01711","Rr4_03244","CG47_02834","Ni1_02741","T60_94_02798","T267_94_01958","P86_93_01957","AB4_02056","CG964_01728","CG49_02921"
"g004759_000003","g004759","ahcY","Adenosylhomocysteinase",80,16,311,1,1,1,0,0,0,0,311,"Adenosylhomocysteinase(311)","ahcY(311)",1398,1401,1400.97,10,3,"CG108_04349","CG118_03641","CG989_04423","CG1013_00993","T393_94_01712","Rr4_03243","CG47_02835","Ni1_02742","T60_94_02799","T267_94_01959","P86_93_01958","AB4_02057","CG964_01729","CG49_02920"
"g001721_000002","g001721","rcsC","Sensor histidine kinase RcsC",70,33,311,1,1,1,1,0,1,0,311,"Sensor histidine kinase RcsC(309):Sensor protein DivL(2):hypothetical protein(1)","rcsC(309):divL(2):NA(1)",864,2646,2582.24,10,4,"CG108_04350","CG118_03642","CG989_04424","CG1013_00994","T393_94_01713","Rr4_03242","CG47_02836","Ni1_02743","T60_94_02800","T267_94_01960","P86_93_01959","AB4_02058","CG964_01730","CG49_02919"
"g000148","g000148",NA,"hypothetical protein",50,74,311,1,1,1,2,0,2,0,311,"hypothetical protein(313)","NA(313)",186,1530,1502.58,10,5,"CG108_04351","CG118_03643","CG989_04425","CG1013_00995","T393_94_01714","Rr4_03241","CG47_02837","Ni1_02744","T60_94_02801","T267_94_01961","P86_93_01960","AB4_02059","CG964_01731","CG49_02918"
"g000256_000001","g000256","murU","N-acetylmuramate alpha-1-phosphate uridylyltransferase",60,68,311,1,1,1,0,0,0,0,311,"N-acetylmuramate alpha-1-phosphate uridylyltransferase(311)","murU(311)",672,738,733.6,10,6,"CG108_04352","CG118_03644","CG989_04426","CG1013_00996","T393_94_01715","Rr4_03240","CG47_02838","Ni1_02745","T60_94_02802","T267_94_01962","P86_93_01961","AB4_02060","CG964_01732","CG49_02917"
"g000073_000001","g000073","addA","hypothetical protein",60,92,311,1.01,1,3,309,2,310,3,314,"hypothetical protein(313):ATP-dependent helicase/nuclease subunit A(312):RecBCD enzyme subunit RecB(1)","NA(313):addA(312):recB(1)",147,6732,3351.11,10,7,"(CG108_04353:CG108_04354)","(CG118_03645:CG118_03646)","(CG989_04427:CG989_04428)","(CG1013_00997:CG1013_00998)","(T393_94_01716:T393_94_01717)","(Rr4_03238:Rr4_03239)","(CG47_02839:CG47_02840)","(Ni1_02746:Ni1_02747)","(T60_94_02803:T60_94_02804)","(T267_94_01963:T267_94_01964)","(P86_93_01962:P86_93_01963)","(AB4_02061:AB4_02062)","(CG964_01733:CG964_01734)","(CG49_02915:CG49_02916)"
"g000922_000002","g000922","scpB","Segregation and condensation protein B",70,43,311,1,1,1,0,0,0,0,311,"Segregation and condensation protein B(311)","scpB(311)",690,780,731.37,11,1,"CG108_02849","CG118_01942","CG989_02687","CG1013_00598","T393_94_00533","Rr4_01726","CG47_00536","Ni1_02002","T60_94_03129","T267_94_00464","P86_93_00537","AB4_03156","CG964_00213","CG49_04646"
"g003133_000002","g003133","tatA","Sec-independent protein translocase protein TatA",70,25,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatA(311)","tatA(311)",204,237,211.57,11,2,"CG108_02848","CG118_01943","CG989_02688","CG1013_00597","T393_94_00532","Rr4_01725","CG47_00535","Ni1_02001","T60_94_03128","T267_94_00463","P86_93_00536","AB4_03155","CG964_00214","CG49_04645"
"g000209_000001","g000209","tatB","Sec-independent protein translocase protein TatB",60,63,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatB(311)","tatB(311)",615,981,759.69,11,3,"CG108_02847","CG118_01944","CG989_02689","CG1013_00596","T393_94_00531","Rr4_01724","CG47_00534","Ni1_02000","T60_94_03127","T267_94_00462","P86_93_00535","AB4_03154","CG964_00215","CG49_04644"
"g003299_000002","g003299","tatC","Sec-independent protein translocase protein TatC",70,24,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatC(311)","tatC(311)",804,828,812.69,11,4,"CG108_02846","CG118_01945","CG989_02690","CG1013_00595","T393_94_00530","Rr4_01723","CG47_00533","Ni1_01999","T60_94_03126","T267_94_00461","P86_93_00534","AB4_03153","CG964_00216","CG49_04643"
"g002676_000003","g002676","serS","Serine--tRNA ligase",80,27,311,1,1,1,0,0,0,0,311,"Serine--tRNA ligase(311)","serS(311)",1281,1287,1283.98,11,5,"CG108_02845","CG118_01946","CG989_02691","CG1013_00594","T393_94_00529","Rr4_01722","CG47_00532","Ni1_01998","T60_94_03125","T267_94_00460","P86_93_00533","AB4_03152","CG964_00217","CG49_04642"
"g002611_000002","g002611","surE","5'-nucleotidase SurE",70,28,311,1,1,1,0,0,0,0,311,"5'-nucleotidase SurE(311)","surE(311)",765,846,773.11,11,6,"CG108_02844","CG118_01947","CG989_02692","CG1013_00593","T393_94_00528","Rr4_01721","CG47_00531","Ni1_01997","T60_94_03124","T267_94_00459","P86_93_00532","AB4_03151","CG964_00218","CG49_04641"
"g003432_000001","g003432","pcm","Protein-L-isoaspartate O-methyltransferase",60,23,311,1,1,1,0,0,0,0,311,"Protein-L-isoaspartate O-methyltransferase(311)","pcm(311)",351,684,653.12,11,7,"CG108_02843","CG118_01948","CG989_02693","CG1013_00592","T393_94_00527","Rr4_01720","CG47_00530","Ni1_01996","T60_94_03123","T267_94_00458","P86_93_00531","AB4_03150","CG964_00219","CG49_04640"
"g006996_000004","g006996","nusG","Transcription termination/antitermination protein NusG",90,10,311,1,1,1,0,0,0,0,311,"Transcription termination/antitermination protein NusG(311)","nusG(311)",414,531,530.62,12,1,"CG108_05188","CG118_00915","CG989_01159","CG1013_03239","T393_94_02442","Rr4_01830","CG47_04282","Ni1_00662","T60_94_02818","T267_94_04462","P86_93_02688","AB4_04959","CG964_00935","CG49_05371"
"g006189_000004","g006189","rplK","50S ribosomal protein L11",90,12,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L11(311)","rplK(311)",432,432,432,12,2,"CG108_05187","CG118_00914","CG989_01160","CG1013_03240","T393_94_02443","Rr4_01829","CG47_04281","Ni1_00661","T60_94_02819","T267_94_04463","P86_93_02689","AB4_04960","CG964_00936","CG49_05372"
"g005492_000004","g005492","rplA","50S ribosomal protein L1",90,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L1(311)","rplA(311)",696,699,696.8,12,3,"CG108_05186","CG118_00913","CG989_01161","CG1013_03241","T393_94_02444","Rr4_01828","CG47_04280","Ni1_00660","T60_94_02820","T267_94_04464","P86_93_02690","AB4_04961","CG964_00937","CG49_05373"
"g005661_000003","g005661","rplJ","50S ribosomal protein L10",80,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L10(311)","rplJ(311)",519,591,519.46,12,4,"CG108_05185","CG118_00912","CG989_01162","CG1013_03242","T393_94_02445","Rr4_01827","CG47_04279","Ni1_00659","T60_94_02821","T267_94_04465","P86_93_02691","AB4_04962","CG964_00938","CG49_05374"
"g003819_000004","g003819","rplL","50S ribosomal protein L7/L12",90,21,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L7/L12(311)","rplL(311)",372,384,377.46,12,5,"CG108_05184","CG118_00911","CG989_01163","CG1013_03243","T393_94_02446","Rr4_01826","CG47_04278","Ni1_00658","T60_94_02822","T267_94_04466","P86_93_02692","AB4_04963","CG964_00939","CG49_05375"
"g005877_000004","g005877","rpoB","DNA-directed RNA polymerase subunit beta",90,12,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit beta(311)","rpoB(311)",4131,4143,4139.28,12,6,"CG108_05183","CG118_00910","CG989_01164","CG1013_03244","T393_94_02447","Rr4_01825","CG47_04277","Ni1_00657","T60_94_02823","T267_94_04467","P86_93_02693","AB4_04964","CG964_00940","CG49_05376"
"g006224_000004","g006224","rpoC","DNA-directed RNA polymerase subunit beta'",90,11,311,1,1,1,1,0,1,0,311,"DNA-directed RNA polymerase subunit beta'(312)","rpoC(312)",1143,4215,4181.68,12,7,"CG108_05182","CG118_00909","CG989_01165","CG1013_03245","T393_94_02448","Rr4_01824","CG47_04276","Ni1_00656","T60_94_02824","T267_94_04468","P86_93_02694","AB4_04965","CG964_00941","CG49_05377"
"g001536_000001","g001536","yibF","putative GST-like protein YibF",60,36,311,1,1,1,0,0,0,0,311,"putative GST-like protein YibF(248):hypothetical protein(63)","yibF(248):NA(63)",594,597,596.87,13,1,"CG108_00674","CG118_01098","CG989_01352","CG1013_03054","T393_94_03620","Rr4_05350","CG47_04466","Ni1_00868","T60_94_04393","T267_94_04278","P86_93_04296","AB4_00133","CG964_01567","CG49_00961"
"g002436","g002436",NA,"hypothetical protein",50,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",633,663,647.74,13,2,"CG108_00675","CG118_01099","CG989_01351","CG1013_03053","T393_94_03619","Rr4_05351","CG47_04467","Ni1_00867","T60_94_04392","T267_94_04277","P86_93_04295","AB4_00132","CG964_01566","CG49_00960"
"g001484_000001","g001484","budC","Diacetyl reductase [(S)-acetoin forming]",60,37,311,1,1,1,0,0,0,0,311,"Diacetyl reductase [(S)-acetoin forming](157):hypothetical protein(69):Glucose 1-dehydrogenase 2(35):3-oxoacyl-[acyl-carrier-protein] reductase FabG(20):3-oxoacyl-[acyl-carrier-protein] reductase(14):putative oxidoreductase(8):(S)-1-Phenylethanol dehydrogenase(7):Glucose 1-dehydrogenase(1)","budC(157):NA(78):ycdF(35):fabG(34):ped(7)",705,807,765.14,13,3,"CG108_00676","CG118_01100","CG989_01350","CG1013_03052","T393_94_03618","Rr4_05352","CG47_04468","Ni1_00866","T60_94_04391","T267_94_04276","P86_93_04294","AB4_00131","CG964_01565","CG49_00959"
"g002342_000003","g002342","uvrC","UvrABC system protein C",80,29,311,1,1,1,1,0,1,0,311,"UvrABC system protein C(312)","uvrC(312)",837,2073,2040.84,13,4,"CG108_00677","CG118_01101","CG989_01349","CG1013_03051","T393_94_03617","Rr4_05353","CG47_04469","Ni1_00865","T60_94_04390","T267_94_04275","P86_93_04293","AB4_00130","CG964_01564","CG49_00958"
"g003900_000003","g003900","pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase",80,20,311,1,1,1,0,0,0,0,311,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase(311)","pgsA(311)",582,696,590.28,13,5,"CG108_00678","CG118_01102","CG989_01348","CG1013_03050","T393_94_03616","Rr4_05354","CG47_04470","Ni1_00864","T60_94_04389","T267_94_04274","P86_93_04292","AB4_00129","CG964_01563","CG49_00957"
"g000050_000001","g000050","moaE","Molybdopterin synthase catalytic subunit",60,112,311,1,1,1,307,0,307,0,311,"Molybdopterin synthase catalytic subunit(307):hypothetical protein(223):Molybdopterin synthase sulfur carrier subunit(88)","moaE(307):NA(223):moaD(88)",255,723,360.7,13,6,"(CG108_00679:CG108_00680)","(CG118_01103:CG118_01104)","(CG989_01346:CG989_01347)","(CG1013_03048:CG1013_03049)","(T393_94_03614:T393_94_03615)","(Rr4_05355:Rr4_05356)","(CG47_04471:CG47_04472)","(Ni1_00862:Ni1_00863)","(T60_94_04387:T60_94_04388)","(T267_94_04272:T267_94_04273)","(P86_93_04290:P86_93_04291)","(AB4_00127:AB4_00128)","(CG964_01561:CG964_01562)","(CG49_00955:CG49_00956)"
